-BEGIN HEADER-,,,,,,,,,,,
22.75,87.75,2021,6,20,25.53,25.65,29.63,89.34,18.84,99.96,6.96
22.75,88.25,2021,6,20,25.73,25.92,29.09,91.04,32.06,100.15,7.74
23.25,82.25,2021,6,20,21.9,22.25,30.61,79.15,1.48,94,8.18
23.25,82.75,2021,6,20,22.13,22.39,30.4,80.38,1.77,93.99,8.16
23.25,83.25,2021,6,20,22.09,22.29,29.88,81.48,2.83,93.56,8.57
23.25,83.75,2021,6,20,21.73,21.91,29.36,82.16,3.57,92.69,9.29
23.25,84.25,2021,6,20,21.99,21.96,29.06,83.63,7.62,92.9,9.27
23.25,84.75,2021,6,20,22.47,22.19,28.8,85.37,14.42,93.45,9.17
23.25,85.25,2021,6,20,23.16,22.71,28.98,86.76,20.09,94.58,8.64
23.25,85.75,2021,6,20,23.93,23.46,29.66,87.48,21.74,96.11,7.68
23.25,86.25,2021,6,20,24.53,24.14,30.5,87.5,17.47,97.44,6.58
23.25,86.75,2021,6,20,24.82,24.75,30.47,87.25,15.65,98.43,6.36
23.25,87.25,2021,6,20,25.16,25.26,30.01,88.29,16.04,99.23,6.3
23.25,87.75,2021,6,20,25.42,25.63,29.46,89.83,21.19,99.77,6.47
23.25,88.25,2021,6,20,25.57,25.79,28.94,91.43,30.7,100.05,6.82
23.75,82.25,2021,6,20,22.1,22.59,30.63,78.76,1.87,94.55,9.44
23.75,82.75,2021,6,20,22.44,22.79,30.61,79.78,2.12,94.72,9.29
23.75,83.25,2021,6,20,22.78,23.09,30.68,80.61,3.15,94.97,9.37
23.75,83.75,2021,6,20,22.57,22.9,30.33,81.19,3.52,94.46,9.74
23.75,84.25,2021,6,20,22.79,22.85,29.86,83.06,7.13,94.52,9.37
23.75,84.75,2021,6,20,22.92,22.7,29.34,84.71,13.46,94.45,9.01
23.75,85.25,2021,6,20,23.21,22.83,29.33,85.56,19.91,94.88,8.34
23.75,85.75,2021,6,20,23.74,23.34,29.9,85.78,23.62,95.93,7.33
23.75,86.25,2021,6,20,24.37,24.02,30.67,86.25,21.4,97.16,6.17
23.75,86.75,2021,6,20,24.77,24.65,30.86,86.6,16.87,98.13,6.03
23.75,87.25,2021,6,20,25.08,25.16,30.43,87.83,17.36,98.94,6.06
23.75,87.75,2021,6,20,25.32,25.51,29.84,89.31,20.12,99.57,6.14
23.75,88.25,2021,6,20,25.48,25.57,29.34,90.71,24.1,99.97,6.21
24.25,82.25,2021,6,20,22.69,23.29,31.83,76.97,2.52,95.99,9.95
24.25,82.75,2021,6,20,23.09,23.61,31.67,78.34,2.86,96.25,9.62
24.25,83.25,2021,6,20,23.56,24,31.58,79.95,4.52,96.53,9.37
24.25,83.75,2021,6,20,23.72,24.1,31.46,81,4.33,96.64,9.34
24.25,84.25,2021,6,20,23.99,24.12,31.04,82.72,6.3,96.86,8.92
24.25,84.75,2021,6,20,23.89,23.83,30.47,83.87,12.59,96.52,8.61
24.25,85.25,2021,6,20,23.79,23.62,30.24,84.21,20.63,96.3,8.04
24.25,85.75,2021,6,20,23.91,23.7,30.51,84.12,27.16,96.52,7.14
24.25,86.25,2021,6,20,24.28,24.1,31.06,84.59,28.18,97.13,6.14
24.25,86.75,2021,6,20,24.64,24.47,31.36,85.22,19.61,97.92,5.84
24.25,87.25,2021,6,20,24.91,24.84,30.96,86.5,20.13,98.6,5.78
24.25,87.75,2021,6,20,25.18,25.2,30.51,87.74,20.04,99.31,5.84
24.25,88.25,2021,6,20,25.41,25.4,30.27,88.69,17.83,99.92,5.86
24.75,82.25,2021,6,20,23.45,23.78,32.39,76.98,4.09,97.34,9.88
24.75,82.75,2021,6,20,23.74,24.04,32.02,78.53,4.83,97.44,9.41
24.75,83.25,2021,6,20,24.13,24.4,31.77,80.71,7.49,97.52,8.75
24.75,83.75,2021,6,20,24.45,24.62,31.69,82.28,7.79,97.68,8.21
24.75,84.25,2021,6,20,24.78,24.8,31.66,82.98,7.84,98.13,7.96
24.75,84.75,2021,6,20,24.76,24.78,31.52,83.12,13.86,98.17,7.83
24.75,85.25,2021,6,20,24.63,24.67,31.42,83.01,22.62,98.03,7.56
24.75,85.75,2021,6,20,24.56,24.58,31.43,83.01,31.09,97.91,7.02
24.75,86.25,2021,6,20,24.64,24.61,31.46,83.53,36.46,97.94,6.26
24.75,86.75,2021,6,20,24.83,24.65,31.71,84.13,25.42,98.42,5.75
24.75,87.25,2021,6,20,24.95,24.78,31.39,85.22,25.58,98.73,5.54
24.75,87.75,2021,6,20,25.16,25.12,31.16,86.13,22.28,99.26,5.53
24.75,88.25,2021,6,20,25.39,25.44,31.21,86.69,14.26,99.87,5.63
25.25,82.25,2021,6,20,24.42,24.19,32.35,79,6.12,98.51,9.51
25.25,82.75,2021,6,20,24.58,24.44,32.01,80.2,7.33,98.55,8.89
25.25,83.25,2021,6,20,24.81,24.74,31.81,82.01,10.95,98.54,8.09
25.25,83.75,2021,6,20,25.06,25,32.02,82.78,12.8,98.66,7.32
25.25,84.25,2021,6,20,25.27,25.26,32.25,82.56,11.77,98.95,7.39
25.25,84.75,2021,6,20,25.33,25.4,32.3,82.44,16.31,99.11,7.36
25.25,85.25,2021,6,20,25.32,25.42,32.29,82.44,23.58,99.17,7.11
25.25,85.75,2021,6,20,25.28,25.36,32.23,82.64,31.22,99.14,6.52
25.25,86.25,2021,6,20,25.22,25.23,32.01,83.19,37.28,99.05,5.48
25.25,86.75,2021,6,20,25.2,25.1,31.96,83.86,28.26,99.27,5.32
25.25,87.25,2021,6,20,25.16,25.11,31.51,84.69,26.67,99.3,5.22
25.25,87.75,2021,6,20,25.26,25.3,31.28,85.62,21.09,99.49,5.22
25.25,88.25,2021,6,20,25.4,25.5,31.38,86.41,11.59,99.81,5.38
25.75,82.25,2021,6,20,24.99,24.51,32.04,81.12,5.48,98.93,8.44
25.75,82.75,2021,6,20,25.14,24.78,31.92,82.11,6.97,99.03,7.65
25.75,83.25,2021,6,20,25.34,25.03,31.9,83.42,11.28,99.11,7
25.75,83.75,2021,6,20,25.48,25.26,32.26,83.5,15.15,99.19,6.59
25.75,84.25,2021,6,20,25.51,25.55,32.38,82.95,14.52,99.24,6.56
25.75,84.75,2021,6,20,25.55,25.7,32.24,83.22,17.1,99.31,6.55
25.75,85.25,2021,6,20,25.58,25.72,32.12,83.68,21.74,99.39,6.27
25.75,85.75,2021,6,20,25.55,25.64,32.1,83.93,26.5,99.45,5.66
25.75,86.25,2021,6,20,25.44,25.49,32.12,83.91,28.72,99.47,4.86
25.75,86.75,2021,6,20,25.24,25.24,31.33,85.33,23.31,99.56,5.39
25.75,87.25,2021,6,20,25.14,25.21,30.64,86.25,20.21,99.58,5.48
25.75,87.75,2021,6,20,25.2,25.27,30.29,87.34,15.74,99.62,5.36
25.75,88.25,2021,6,20,25.31,25.33,30.34,88.2,10.74,99.68,5.35
26.25,82.25,2021,6,20,25.3,24.9,31.77,82.67,3.27,98.87,6.56
26.25,82.75,2021,6,20,25.47,25.12,31.76,83.69,4.63,98.97,6.12
26.25,83.25,2021,6,20,25.6,25.29,31.82,84.68,8.46,99.06,5.85
26.25,83.75,2021,6,20,25.67,25.54,32.09,84.62,12.94,99.13,5.29
26.25,84.25,2021,6,20,25.66,25.77,31.72,84.92,13.54,99.2,4.7
26.25,84.75,2021,6,20,25.64,25.84,31.13,85.99,15.08,99.26,5.07
26.25,85.25,2021,6,20,25.55,25.77,30.86,86.64,17.86,99.29,5.73
26.25,85.75,2021,6,20,25.36,25.58,31.03,86.26,20.39,99.25,6.2
26.25,86.25,2021,6,20,25.04,25.3,31.37,84.78,19.35,99.06,6.21
26.25,86.75,2021,6,20,24.75,24.81,29.89,87.43,15.31,98.75,6.14
26.25,87.25,2021,6,20,24.58,24.5,28.98,89.07,12.64,98.42,5.8
26.25,87.75,2021,6,20,24.59,24.4,28.46,90.27,12.27,98.31,5.64
26.25,88.25,2021,6,20,24.73,24.52,28.43,90.64,14.28,98.54,5.7
22.75,82.25,2021,6,21,22.6,22.43,31.26,78.68,0.05,94.92,6.94
22.75,82.75,2021,6,21,22.61,22.42,31.28,78.98,0.06,94.95,6.58
22.75,83.25,2021,6,21,22.21,22.04,30.95,79.41,0.1,94.2,6.61
22.75,83.75,2021,6,21,21.9,21.8,31.02,78.81,0.18,93.73,6.65
22.75,84.25,2021,6,21,22.26,22.18,31.45,78.74,0.78,94.25,6.5
22.75,84.75,2021,6,21,22.77,22.5,31.18,80.63,2.59,94.72,6.42
22.75,85.25,2021,6,21,23.37,23,30.66,83.23,7.15,95.44,6.44
22.75,85.75,2021,6,21,23.97,23.68,30.15,85.52,13.58,96.45,6.37
22.75,86.25,2021,6,21,24.44,24.34,29.77,86.75,18.59,97.51,5.83
22.75,86.75,2021,6,21,24.78,24.95,30.43,85.85,14.45,98.65,5.68
22.75,87.25,2021,6,21,25.09,25.51,30.35,86.15,14.54,99.46,5.83
22.75,87.75,2021,6,21,25.38,25.89,30.15,86.94,13.33,99.93,6.29
22.75,88.25,2021,6,21,25.62,26.05,30.12,87.86,11.37,100.12,6.85
23.25,82.25,2021,6,21,22.3,21.99,30.75,79.59,0.11,94.03,7.59
23.25,82.75,2021,6,21,22.33,21.91,30.76,79.78,0.11,94.02,7.39
23.25,83.25,2021,6,21,22.11,21.69,30.67,79.68,0.12,93.58,7.3
23.25,83.75,2021,6,21,21.64,21.28,30.56,79.16,0.25,92.71,7.42
23.25,84.25,2021,6,21,21.89,21.59,30.85,79.33,1.31,92.91,6.99
23.25,84.75,2021,6,21,22.37,22.02,30.75,80.59,4.4,93.45,6.68
23.25,85.25,2021,6,21,23.06,22.74,30.68,82.18,9.98,94.57,6.47
23.25,85.75,2021,6,21,23.83,23.65,30.69,83.77,16.83,96.1,6.29
23.25,86.25,2021,6,21,24.41,24.41,30.38,85.47,22.07,97.44,6.01
23.25,86.75,2021,6,21,24.75,24.95,30.44,86.04,17.24,98.42,6.12
23.25,87.25,2021,6,21,24.98,25.43,29.84,86.84,16.06,99.22,6.1
23.25,87.75,2021,6,21,25.16,25.73,29.54,87.47,13.4,99.76,6.4
23.25,88.25,2021,6,21,25.36,25.83,29.73,87.98,10.2,100.02,7.08
23.75,82.25,2021,6,21,22.48,22.38,30.88,79,0.31,94.59,8.52
23.75,82.75,2021,6,21,22.59,22.44,31.02,78.91,0.31,94.76,8.41
23.75,83.25,2021,6,21,22.72,22.6,31.4,78.39,0.28,95.01,8.05
23.75,83.75,2021,6,21,22.45,22.37,31.57,77.94,0.56,94.49,8.14
23.75,84.25,2021,6,21,22.7,22.54,31.59,78.74,2.77,94.54,7.85
23.75,84.75,2021,6,21,22.86,22.67,31.23,79.8,7.88,94.47,7.65
23.75,85.25,2021,6,21,23.18,23.07,31.11,80.54,13.78,94.89,7.28
23.75,85.75,2021,6,21,23.71,23.76,31.31,81.26,18.76,95.92,6.67
23.75,86.25,2021,6,21,24.31,24.44,31.29,83.19,21.52,97.15,5.93
23.75,86.75,2021,6,21,24.8,25.06,30.92,85.46,17.66,98.12,6.3
23.75,87.25,2021,6,21,25.03,25.48,30.12,87.01,15.96,98.93,6.29
23.75,87.75,2021,6,21,25.17,25.72,29.85,87.51,13.47,99.55,6.51
23.75,88.25,2021,6,21,25.34,25.82,30.09,87.61,11.31,99.93,7.11
24.25,82.25,2021,6,21,23,23.32,32.16,76.47,0.74,96.04,9.35
24.25,82.75,2021,6,21,23.15,23.43,32.23,76.62,0.72,96.3,9.01
24.25,83.25,2021,6,21,23.36,23.61,32.53,76.64,0.77,96.58,8.51
24.25,83.75,2021,6,21,23.48,23.67,32.78,76.94,1.48,96.68,8.34
24.25,84.25,2021,6,21,23.84,23.81,32.63,78.34,5.67,96.88,8.26
24.25,84.75,2021,6,21,23.86,23.79,32.11,79.34,12.43,96.54,8.34
24.25,85.25,2021,6,21,23.84,23.9,31.79,79.67,17.58,96.31,8.05
24.25,85.75,2021,6,21,23.99,24.23,31.8,79.95,19.51,96.52,7.18
24.25,86.25,2021,6,21,24.42,24.64,31.78,81.75,19.17,97.13,5.83
24.25,86.75,2021,6,21,24.91,25.18,31.38,84.62,16.5,97.91,6.14
24.25,87.25,2021,6,21,25.15,25.48,30.84,86.51,15.12,98.58,6.24
24.25,87.75,2021,6,21,25.34,25.7,30.74,86.94,13.55,99.28,6.4
24.25,88.25,2021,6,21,25.56,25.87,31.01,86.73,12.85,99.86,6.67
24.75,82.25,2021,6,21,23.62,24.22,33.39,75.03,1.17,97.39,9.46
24.75,82.75,2021,6,21,23.69,24.25,33.44,75.39,1.14,97.49,9.08
24.75,83.25,2021,6,21,23.87,24.24,33.4,76.26,1.36,97.57,8.69
24.75,83.75,2021,6,21,24.16,24.26,33.29,77.41,2.76,97.72,8.41
24.75,84.25,2021,6,21,24.63,24.56,33.13,78.81,8.54,98.15,8.34
24.75,84.75,2021,6,21,24.78,24.81,32.83,79.49,15.11,98.18,8.11
24.75,85.25,2021,6,21,24.78,25.01,32.57,79.71,18.61,98.04,7.55
24.75,85.75,2021,6,21,24.78,25.16,32.38,80.1,18.42,97.91,6.62
24.75,86.25,2021,6,21,24.99,25.28,32.12,81.75,17.23,97.93,5.38
24.75,86.75,2021,6,21,25.33,25.6,31.77,84.25,15,98.4,5.18
24.75,87.25,2021,6,21,25.45,25.7,31.38,85.66,14.55,98.71,5.45
24.75,87.75,2021,6,21,25.6,25.79,31.48,85.86,13.56,99.22,5.82
24.75,88.25,2021,6,21,25.77,25.84,31.99,85.42,12.5,99.81,6.04
25.25,82.25,2021,6,21,24.53,25.08,33.65,76.36,1.26,98.57,8.08
25.25,82.75,2021,6,21,24.61,25.08,33.58,77.17,1.25,98.6,7.91
25.25,83.25,2021,6,21,24.75,24.98,33.41,78.46,1.61,98.59,7.75
25.25,83.75,2021,6,21,24.98,25.01,33.24,79.41,3.12,98.69,7.55
25.25,84.25,2021,6,21,25.29,25.36,32.79,80.61,8.17,98.98,7.08
25.25,84.75,2021,6,21,25.49,25.71,32.58,81.28,13.17,99.13,6.5
25.25,85.25,2021,6,21,25.6,25.98,32.49,81.57,16.07,99.18,5.88
25.25,85.75,2021,6,21,25.65,26.12,32.41,81.92,16.82,99.14,5.25
25.25,86.25,2021,6,21,25.73,26.08,32.21,83.12,17.44,99.04,4.57
25.25,86.75,2021,6,21,25.85,26.12,31.93,84.62,14.16,99.25,4.17
25.25,87.25,2021,6,21,25.88,26.05,31.6,85.45,14.76,99.27,4.35
25.25,87.75,2021,6,21,25.88,25.89,31.84,85.35,13.4,99.45,4.8
25.25,88.25,2021,6,21,25.82,25.63,32.45,84.61,9.83,99.76,5.18
25.75,82.25,2021,6,21,25.33,25.68,33.4,78.98,1.21,98.98,6.71
25.75,82.75,2021,6,21,25.44,25.71,33.23,80.01,1.25,99.06,6.54
25.75,83.25,2021,6,21,25.58,25.71,32.96,81.39,1.53,99.14,6.31
25.75,83.75,2021,6,21,25.68,25.8,32.6,82.19,2.59,99.21,6.01
25.75,84.25,2021,6,21,25.79,25.98,31.9,83.41,5.9,99.27,5.39
25.75,84.75,2021,6,21,25.91,26.2,31.48,84.45,9.4,99.33,4.68
25.75,85.25,2021,6,21,25.99,26.37,31.38,85,12.5,99.41,4.31
25.75,85.75,2021,6,21,26,26.39,31.49,85.12,15,99.46,4.34
25.75,86.25,2021,6,21,25.94,26.15,31.61,85.25,17.1,99.46,4.53
25.75,86.75,2021,6,21,25.95,25.91,31.55,85.75,12.9,99.53,4.09
25.75,87.25,2021,6,21,26.03,25.79,31.58,86.38,12.8,99.54,4.22
25.75,87.75,2021,6,21,25.98,25.58,31.91,86.06,10.88,99.57,4.41
25.75,88.25,2021,6,21,25.78,25.28,32.36,84.84,6.93,99.63,4.46
26.25,82.25,2021,6,21,25.78,26.08,33.26,80.69,1.06,98.91,5.77
26.25,82.75,2021,6,21,25.86,26.15,33.12,81.32,1.14,99,5.52
26.25,83.25,2021,6,21,25.97,26.21,32.71,82.72,1.47,99.09,5.25
26.25,83.75,2021,6,21,26.05,26.19,32.19,84,2.44,99.15,4.91
26.25,84.25,2021,6,21,26.1,26.2,31.49,85.5,5.33,99.22,4.47
26.25,84.75,2021,6,21,26.09,26.24,30.79,87.08,7.58,99.28,4.16
26.25,85.25,2021,6,21,25.99,26.18,30.37,87.98,8.92,99.31,4.44
26.25,85.75,2021,6,21,25.79,25.93,30.36,87.81,9.7,99.26,5.21
26.25,86.25,2021,6,21,25.52,25.46,30.8,86.53,10.89,99.05,5.78
26.25,86.75,2021,6,21,25.45,25.01,31.12,86.36,9.26,98.7,4.73
26.25,87.25,2021,6,21,25.44,24.75,31.3,86.82,7.51,98.36,4.75
26.25,87.75,2021,6,21,25.4,24.62,31.4,86.77,6.32,98.24,4.82
26.25,88.25,2021,6,21,25.35,24.65,31.53,85.96,6.12,98.47,4.63
22.75,82.25,2021,6,22,23.13,23.57,30.99,78.61,23.72,94.86,6.08
22.75,82.75,2021,6,22,23.28,23.62,30.56,80.3,22.9,94.89,5.47
22.75,83.25,2021,6,22,23.07,23.25,29.81,82.26,21.54,94.15,4.98
22.75,83.75,2021,6,22,22.9,23.1,29.8,82.31,16.05,93.68,5.04
22.75,84.25,2021,6,22,23.29,23.37,30.53,82.44,14.55,94.2,5.27
22.75,84.75,2021,6,22,23.69,23.56,30.75,83.67,14.96,94.67,5.56
22.75,85.25,2021,6,22,24.1,23.77,30.93,84.51,13.39,95.39,5.89
22.75,85.75,2021,6,22,24.51,24.01,31.3,84.48,8.89,96.38,6.22
22.75,86.25,2021,6,22,24.9,24.27,31.83,84.16,3.46,97.43,6.39
22.75,86.75,2021,6,22,25.23,24.67,32.43,84.08,3.15,98.58,5.86
22.75,87.25,2021,6,22,25.55,25.17,32.59,84.64,3.03,99.4,6.26
22.75,87.75,2021,6,22,25.88,25.65,32.4,85.99,3.97,99.88,6.71
22.75,88.25,2021,6,22,26.16,25.94,32.06,87.74,6.03,100.09,6.83
23.25,82.25,2021,6,22,22.79,23.18,30.02,79.56,28.91,93.99,6.54
23.25,82.75,2021,6,22,22.98,23.27,29.78,80.97,28.38,93.98,6
23.25,83.25,2021,6,22,22.96,23.15,29.32,82.54,26.97,93.54,5.55
23.25,83.75,2021,6,22,22.6,22.77,29.19,82.84,20.04,92.67,5.54
23.25,84.25,2021,6,22,22.83,22.78,29.78,82.89,15.96,92.88,5.29
23.25,84.75,2021,6,22,23.2,23,30.13,83.22,14.15,93.42,5.29
23.25,85.25,2021,6,22,23.74,23.5,30.73,82.95,11.3,94.54,5.41
23.25,85.75,2021,6,22,24.39,24.14,31.57,82.41,6.63,96.05,5.56
23.25,86.25,2021,6,22,24.96,24.48,32.18,83.16,1.99,97.37,5.73
23.25,86.75,2021,6,22,25.21,24.65,32.58,83.26,1.88,98.36,5.7
23.25,87.25,2021,6,22,25.45,24.9,32.7,83.84,2.02,99.17,6.01
23.25,87.75,2021,6,22,25.79,25.24,32.68,85.16,2.9,99.71,6.33
23.25,88.25,2021,6,22,26.14,25.55,32.58,86.84,4.85,99.99,6.53
23.75,82.25,2021,6,22,22.99,23.46,30.06,79.37,32.9,94.55,7.34
23.75,82.75,2021,6,22,23.29,23.79,30.21,80.11,32.11,94.73,6.99
23.75,83.25,2021,6,22,23.61,24.15,30.44,80.61,28.86,94.97,6.55
23.75,83.75,2021,6,22,23.45,23.86,30.56,81.03,20.62,94.45,6.4
23.75,84.25,2021,6,22,23.6,23.75,30.74,81.41,16.45,94.51,5.74
23.75,84.75,2021,6,22,23.62,23.65,30.77,81.46,13.32,94.44,5.31
23.75,85.25,2021,6,22,23.8,23.83,31.13,80.89,9.5,94.86,5.01
23.75,85.75,2021,6,22,24.23,24.26,31.83,80.41,5.01,95.89,4.81
23.75,86.25,2021,6,22,24.79,24.58,32.4,81.78,1.61,97.12,4.72
23.75,86.75,2021,6,22,25.11,24.67,32.58,82.48,1.45,98.09,5.49
23.75,87.25,2021,6,22,25.38,24.75,32.69,83.31,1.58,98.89,6.01
23.75,87.75,2021,6,22,25.71,24.96,32.82,84.36,2.37,99.52,6.32
23.75,88.25,2021,6,22,26.03,25.24,32.9,85.57,4.1,99.93,6.53
24.25,82.25,2021,6,22,23.55,24.36,30.93,77.39,32.03,96.02,7.65
24.25,82.75,2021,6,22,23.89,24.7,31.17,78.28,30.75,96.27,7.32
24.25,83.25,2021,6,22,24.25,25.04,31.54,79.01,26.54,96.54,6.83
24.25,83.75,2021,6,22,24.43,25.03,31.99,79.31,19.03,96.65,6.59
24.25,84.25,2021,6,22,24.65,25.02,32.18,79.56,16.28,96.85,6.14
24.25,84.75,2021,6,22,24.49,24.81,32.19,79.38,12.51,96.51,5.76
24.25,85.25,2021,6,22,24.35,24.65,32.3,79.04,8,96.28,5.3
24.25,85.75,2021,6,22,24.43,24.63,32.55,79.16,3.71,96.49,4.83
24.25,86.25,2021,6,22,24.72,24.73,32.71,80.69,1.29,97.11,4.64
24.25,86.75,2021,6,22,25.08,24.71,32.53,82.26,1.16,97.9,5.43
24.25,87.25,2021,6,22,25.37,24.75,32.57,83.33,1.21,98.58,6.02
24.25,87.75,2021,6,22,25.67,24.94,32.77,83.94,2.04,99.28,6.33
24.25,88.25,2021,6,22,25.93,25.22,32.96,84.52,3.77,99.89,6.49
24.75,82.25,2021,6,22,24.06,25.14,32.13,75.36,20.19,97.38,6.71
24.75,82.75,2021,6,22,24.34,25.25,32.15,76.78,19.68,97.47,6.72
24.75,83.25,2021,6,22,24.65,25.34,32.34,78.32,18.62,97.55,6.53
24.75,83.75,2021,6,22,24.96,25.46,32.55,79.12,17.3,97.7,6.28
24.75,84.25,2021,6,22,25.26,25.73,33.01,78.65,15.04,98.13,5.91
24.75,84.75,2021,6,22,25.27,25.78,33.27,78.08,11.36,98.16,5.61
24.75,85.25,2021,6,22,25.18,25.68,33.43,77.93,7.04,98.02,5.25
24.75,85.75,2021,6,22,25.13,25.49,33.43,78.59,3.14,97.89,5.01
24.75,86.25,2021,6,22,25.17,25.35,33.08,80.34,1.03,97.93,5.46
24.75,86.75,2021,6,22,25.42,25.18,32.81,82.17,1.03,98.4,5.54
24.75,87.25,2021,6,22,25.59,25.12,32.66,83.3,1.01,98.72,5.77
24.75,87.75,2021,6,22,25.78,25.27,32.75,83.72,1.81,99.25,5.96
24.75,88.25,2021,6,22,25.96,25.53,32.94,84.01,3.52,99.85,6.13
25.25,82.25,2021,6,22,24.71,26.01,33.44,74.21,8.62,98.57,5.13
25.25,82.75,2021,6,22,24.96,25.96,33.3,75.93,9.25,98.59,5.61
25.25,83.25,2021,6,22,25.23,25.89,33.16,77.95,12.06,98.57,5.96
25.25,83.75,2021,6,22,25.52,25.94,33.14,78.75,14.61,98.68,5.88
25.25,84.25,2021,6,22,25.73,26.21,33.48,78.28,12.27,98.96,5.27
25.25,84.75,2021,6,22,25.84,26.35,33.68,78.19,9.27,99.12,4.91
25.25,85.25,2021,6,22,25.89,26.37,33.77,78.59,5.96,99.17,4.93
25.25,85.75,2021,6,22,25.91,26.29,33.7,79.56,2.92,99.14,5.34
25.25,86.25,2021,6,22,25.91,26.15,33.27,81.19,1.04,99.04,6.03
25.25,86.75,2021,6,22,25.99,25.87,33.15,82.44,1.38,99.25,5.71
25.25,87.25,2021,6,22,26,25.72,32.95,83.31,1.28,99.29,5.62
25.25,87.75,2021,6,22,26.04,25.73,32.9,83.71,1.87,99.49,5.67
25.25,88.25,2021,6,22,26.08,25.82,32.89,83.96,3.23,99.8,5.84
25.75,82.25,2021,6,22,25.28,26.61,33.75,75.39,6.13,99,4.79
25.75,82.75,2021,6,22,25.62,26.59,33.53,77.62,6.74,99.07,5.26
25.75,83.25,2021,6,22,25.93,26.51,33.24,79.77,9.14,99.14,5.44
25.75,83.75,2021,6,22,26.13,26.38,33.26,80.47,9.72,99.2,5.05
25.75,84.25,2021,6,22,26.17,26.43,33.5,80.04,7.84,99.25,4.61
25.75,84.75,2021,6,22,26.19,26.43,33.54,80.16,6.02,99.32,4.6
25.75,85.25,2021,6,22,26.23,26.41,33.5,80.8,4.32,99.4,5.15
25.75,85.75,2021,6,22,26.28,26.37,33.41,81.79,2.81,99.46,5.97
25.75,86.25,2021,6,22,26.3,26.31,33.23,82.81,1.6,99.47,6.36
25.75,86.75,2021,6,22,26.29,26.08,33.14,83.46,2.39,99.54,5.99
25.75,87.25,2021,6,22,26.24,25.97,33.08,83.76,2.33,99.56,5.62
25.75,87.75,2021,6,22,26.19,25.97,33.03,83.82,2.7,99.61,5.31
25.75,88.25,2021,6,22,26.12,25.97,32.82,83.89,3.5,99.67,5.19
26.25,82.25,2021,6,22,25.85,26.63,33.2,79.16,3.98,98.94,5.06
26.25,82.75,2021,6,22,26.32,26.79,32.88,81.69,4.23,99.02,5.06
26.25,83.25,2021,6,22,26.6,26.76,32.73,83.22,5.04,99.08,4.61
26.25,83.75,2021,6,22,26.69,26.57,33.24,83.38,4.68,99.14,4.32
26.25,84.25,2021,6,22,26.58,26.46,33.35,82.9,4.15,99.21,4.47
26.25,84.75,2021,6,22,26.44,26.27,33.24,82.89,4.04,99.28,5.13
26.25,85.25,2021,6,22,26.34,26.08,33.1,83.26,3.88,99.31,5.9
26.25,85.75,2021,6,22,26.27,25.93,33.05,83.64,3.42,99.27,6.43
26.25,86.25,2021,6,22,26.11,25.81,33.06,83.47,2.63,99.05,6.35
26.25,86.75,2021,6,22,25.97,25.61,32.75,83.99,3.52,98.73,5.6
26.25,87.25,2021,6,22,25.78,25.5,32.62,83.98,3.65,98.4,5.08
26.25,87.75,2021,6,22,25.69,25.58,32.45,84.12,4.08,98.28,4.69
26.25,88.25,2021,6,22,25.73,25.73,32.2,84.55,4.78,98.52,4.43
22.75,82.25,2021,6,23,23.7,24.11,31.32,80.61,22.17,94.85,3.87
22.75,82.75,2021,6,23,23.8,24.01,31.31,81.43,20.37,94.87,4.13
22.75,83.25,2021,6,23,23.45,23.53,30.66,82.58,14.3,94.13,4.53
22.75,83.75,2021,6,23,23.24,23.23,29.51,84,9.89,93.67,5.38
22.75,84.25,2021,6,23,23.74,23.8,29.73,85.8,9.1,94.19,5.84
22.75,84.75,2021,6,23,24.2,24.12,30.23,86.83,12.64,94.67,6.02
22.75,85.25,2021,6,23,24.68,24.4,30.83,87.11,17.93,95.39,6.11
22.75,85.75,2021,6,23,25.2,24.77,31.44,86.84,20.85,96.39,6.06
22.75,86.25,2021,6,23,25.67,25.33,32,86.44,15.76,97.44,5.48
22.75,86.75,2021,6,23,26.02,25.88,31.82,87.61,7.89,98.61,7.4
22.75,87.25,2021,6,23,25.91,26.01,31.58,87.94,5.81,99.45,9.38
22.75,87.75,2021,6,23,25.73,25.94,31.28,88.04,5.87,99.96,10.01
22.75,88.25,2021,6,23,25.67,25.78,31,88.23,6.85,100.19,9.33
23.25,82.25,2021,6,23,23.27,23.44,30.86,80.67,24.73,93.97,4.24
23.25,82.75,2021,6,23,23.42,23.35,30.79,81.64,22.7,93.96,4.36
23.25,83.25,2021,6,23,23.25,23.22,30.02,83.02,16.14,93.52,4.48
23.25,83.75,2021,6,23,22.94,22.8,28.25,86,9.81,92.66,5.02
23.25,84.25,2021,6,23,23.44,23.38,28.31,87.95,9.48,92.86,5.45
23.25,84.75,2021,6,23,23.92,23.92,29.14,88.01,12.32,93.41,5.82
23.25,85.25,2021,6,23,24.52,24.5,30.23,87.29,15.81,94.54,5.58
23.25,85.75,2021,6,23,25.22,25.09,31.16,86.81,16.98,96.07,4.92
23.25,86.25,2021,6,23,25.79,25.51,31.55,87.41,12.48,97.4,4.76
23.25,86.75,2021,6,23,25.97,25.86,31.14,88.33,6.35,98.4,6.98
23.25,87.25,2021,6,23,25.86,25.95,31.12,88.51,4.12,99.23,8.86
23.25,87.75,2021,6,23,25.74,25.88,31.34,88.28,3.95,99.8,9.38
